,1,2,3,4,5,6,7,8,9,10
0,0.014007457800107658,,,,,,,,,
1,0.02419544490003318,0.07146339129976695,,,,,,,,
2,0.04670029839980998,0.13313911629993527,0.3452483002998633,,,,,,,
3,0.05644841619978251,0.1498873275999358,0.4398554967996461,1.1716194022999844,,,,,,
4,0.06475516610007617,0.18124859960007597,0.549382097399939,1.4440123967997351,2.21502855050021,,,,,
5,0.07817701390013099,0.21629952900002536,0.6612265650001063,1.7354315346001385,2.6477145928998653,5.002530767600547,,,,
6,0.09808186280024529,0.25432054619996053,0.7797559298000124,1.8788636389999738,3.087999409199983,5.629529130599986,8.292612557899702,,,
7,0.11187414930027444,0.29359961599984674,0.8927712425000209,1.9093845224000687,3.636713595499896,6.576002692199836,9.80570031649986,13.485623849200056,,
8,0.13965757449986996,0.3302483203002339,1.0146273674999975,2.2962886569999683,4.059024028099884,7.311347362999368,12.099790814399602,15.544165396100288,19.878700113199738,
9,0.14533986809983618,0.3594019072002993,1.2055911860003108,2.493890056800228,4.4465487630001,8.256455099400046,13.080583636200027,18.31991077190032,21.913002249800048,29.44978240460041
10,0.16960029319998285,0.4092983767000987,1.4147855017999973,2.6393491958002415,5.090608064100161,9.017445098100143,14.758614120400306,19.205249172200276,24.213765348200106,32.64188623519949
11,0.2516765550000855,0.48071957040010604,1.5528686658999504,2.9829834477000987,5.724589766400095,9.574776064599428,15.018145653900138,22.240461594299994,26.34480260030032,35.20044258470007
12,0.1919056711001758,0.4863383587002318,1.5384211107000738,3.3545430158999805,6.118236761099979,10.002652751099959,16.08140322590043,22.02591225629949,28.521861382599308,38.14400963970038
13,0.2105514681999921,0.5236767927002802,1.6197457630001737,3.5586797124997247,6.66157236700019,10.700432653100142,17.649225207499693,22.803579550099677,30.904601165900385,41.73898313729951
14,0.2357248061998689,0.591044636100196,1.7485871060001954,3.8862660056001914,6.791672311599905,11.293299286300316,20.485576525500072,24.254259208899747,32.900667860900285,44.6248860308995
15,1.0795576794997033,1.3939758377000544,2.8619177161999687,4.687894649699956,8.234892447800302,12.791579101599927,21.069310623899945,26.51792151979971,35.893458393900076,48.34314453170009
16,0.29023399769976094,0.6937191536002502,2.223982591100139,4.096947230899969,8.099976991599396,12.754984224800136,20.75477138360002,27.436331842999788,37.5917104098,50.40787045100005
17,0.27984150370029964,0.7144920402999559,2.4041167166997184,4.487999586599836,8.773008532699896,14.024607924299925,22.0504940204999,29.110400381499495,39.84602940370023,53.0020701317997
18,0.34141672660007316,0.8079532929001288,2.5813451794001594,4.7736485379999065,9.11364916110033,14.656941492999612,22.51452818339967,30.705035596700327,42.03151008690038,56.00181378419948
19,,,,,,,,,,
