,1,2,3,4,5,6,7,8,9,10
0,0.025520379400040837,,,,,,,,,
1,0.032274914499976146,0.09033743220006726,,,,,,,,
2,0.045245953100129556,0.11989785739988293,0.35940950870008237,,,,,,,
3,0.052599250400089656,0.14411653600000135,0.520212860600077,0.9821622113999183,,,,,,
4,0.0658892604000357,0.191170014599993,0.6332195031000083,1.2567305091000889,2.265819412900055,,,,,
5,0.08511899079985596,0.22634179579999908,0.7332889627999976,1.6364768715999163,2.717406073499842,4.661280601700128,,,,
6,0.09338847660001193,0.2717003861000194,0.8199388605999047,1.8892013192000376,3.1598343414998453,5.423629615000027,8.222518799500175,,,
7,0.11710275410005125,0.30778829850005424,0.9923551431000306,2.1725933144998635,3.5913757317999626,6.126614687900291,9.276197631999821,14.86532098610005,,
8,0.1335001571000248,0.34650178020001476,1.1164960403000805,2.4794518118998896,4.067458126299971,6.908413860600194,10.403970158299852,16.844961489400156,24.3277377184997,
9,0.1418641251999361,0.3805126485000073,1.1890115580001293,2.598495237000134,4.750186475900046,7.634868436800025,11.597185269600232,17.801994594500137,27.434833822899964,34.70045234960016
10,0.17908735140008503,0.4395198190000883,1.5234208421001312,3.3485869572999944,5.120267931400122,8.413133876799838,12.88846357370021,19.336914038800025,27.14779967169998,35.615660931099775
11,0.17563346120005008,0.4703495153000404,1.5899829499001499,3.1089166156998544,5.572581375899972,9.1795110027997,13.956847504799953,21.193575131599935,30.182015421799953,38.63467023609992
12,0.189810384699922,0.5334440270000413,1.6243021242000395,3.289557975999924,5.968845230599982,9.952130036100062,15.089266053699976,23.0403492190002,33.10199842820002,42.2046137395002
13,0.2302107571000306,0.6684860569999728,1.8427918751000107,3.7294821306000814,6.4574242114000295,10.781459707799877,16.299954104800054,25.15536553250022,35.20382198629996,47.17677238870019
14,0.2999532843999987,0.7529910366998592,1.9359214899999642,4.267342180899869,6.995581136299916,11.534078722699997,17.43126498849997,28.18260858440008,37.53121843240005,48.40325292800007
15,0.2574110801000643,0.7095619056000941,2.2550803176000045,4.260326213200097,7.554127589299969,12.329413965499771,18.684575051600042,29.744770954200067,41.17004538089968,53.69499574230031
16,0.26526228849998007,0.7800920866999149,2.0427680456001327,4.641235034700003,7.700063675100137,13.07258027809985,19.774904064899964,31.159278397600065,40.19149461039997,54.934822427700055
17,0.35454098979989795,0.8487429327999052,2.410429124700022,4.751966499700029,8.251479266100068,13.862327911199827,21.04237990299989,32.62010090279982,41.60183679790025,57.604205425100005
18,0.3208284487000128,0.8129905195999527,2.7184778328999526,4.7479505427998445,8.674759237600119,14.701924041000165,23.88046525940008,32.82077577350028,45.97579772610006,60.51113196080005
19,,,,,,,,,,
